RESPID	PHTYPE	Q1	Q2	Q3	Q4	Q5	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q7	Q8	Q9	Q9A.1	Q9A.2	Q9A.3	Q10A	Q10B	Q10C	Q10D	Q10E	Q10F	Q10G	QD1	Q11	Q12	Q12B	Q13	Q14	Q15	Q16	Q17	Q18	Q19	QD2	QD2A	QD3	QD4	QD5	QD5A	QD6	QD7	QD8	QD9	QD10	QD11	FINALWGT
2645	1	2	2	1	2	2	3	3	3	3	3	3	1	1	2				1	1	1	1	2	1	1	2				3	2	2	3	1	1	2	3	3	3	3	66		2	1	2	1	2	42	2.163252108
2646	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	98			2	2	2	1	2	1	2	1	2	2		4	1	1	3	1	1	2	2		4	3	80		2	2	2	9	2	42	1.55542966
2651	1	1	1	20	3	2	1	1	1	1	1	1	1	1	1	8			2	2	2	1	2	2	1	1	1	1		2	4	9	3	2	1	1	1		4	5	91		2	2	1	9	1	6	0.661056893265
2655	1	2	2	20	1	4	2	2	2	1	2	2	3	3	1	9	8		1	2	2	2	1	1	1	1	1	2		4	1	4	3	2	3	2	2		1	3	70		2	2	1	4	1	51	1.089506842
2657	2	2	2	20	2	2	1	2	1	1	2	2	1	1	2				2	1	2	2	2	1	1	1	1	2		3	2	2	2	2	3	2	2		3	8	40		2	2	2	3	1	1	0.600161791
2662	1	2	2	20	1	4	3	2	1	1	3	2	3	3	1	98			2	2	2	2	2	1	2	1	2	2		4	1	2	3	1	3	2	2		3	3	74		2	2	2	2	2	51	1.62674881
2667	2	2	2	13	1	3	1	2	1	1	3	3	1	1	2				1	2	2	2	2	1	1	1	2	2		4	2	3	3	2	2	2	1		3	7	53		2	2	1	4	2	24	0.47459450067
2670	2	2	2	2	2	4	1	2	1	2	2	2	3	1	1	1			2	1	2	2	1	2	1	1	1	6	3	4	4	4	2	1	3	2	3	3	3	8	55		1	2	1	4	1	55	0.545506396
2684	1	2	1	20	1	2	2	2	2	2	2	2	1	1	2				2	2	2	2	1	2	1	1	2	2		3	3	3	3	2	3	2	3	1	3	7	53		2	2	9	4	1	11	0.503301614
2686	1	2	2	20	1	2	2	2	1	3	1	3	3	1	1	6	10		2	9	2	2	2	1	1	1	1	2		4	2	2	1	2	1	9	2		2	7	54		1	2	1	4	2	24	0.472233334
2689	2	2	2	1	2	3	2	2	2	2	9	2	3	1	1	4	14		1	1	2	2	2	1	1	2				4	3	4	3	1	2	2	3	2	1	3	20		2	2	1	4	1	4	1.859031019
2690	2	2	2	20	1	4	3	2	2	1	3	3	3	1	1	8	9		1	2	2	2	2	1	1	1	1	2		4	1	1	3	2	3	2	2		2	8	53		2	2	2	4	2	47	0.665262157
2718	1	2	2	15	4	1	3	2	1	3	3	1	1	1	1	4	6		2	2	2	2	2	2	1	1	1	2		4	1	1	2	2	3	1	2		3	5	42		1	2	1	4	1	27	0.969789148
2721	1	1	1	20	3	2	1	1	1	2	2	1	3	1	1	6			1	2	2	2	1	1	2	1	1	1		2	2	2	3	2	3	1	4	3	3	6	21		2	2	1	3	1	5	1.139454656
2758	1	2	2	20	1	3	2	2	2	2	2	2	3	3	1	8	18	14	2	2	2	2	2	1	1	1	1	2		4	2	3	2	2	2	2	4	2	1	8	20		1	9	9	3	1	45	0.777081395
2780	2	2	2	20	2	4	1	2	1	2	3	3	3	1	2				2	1	2	2	2	1	2	1	1	2		4	2	4	1	2	3	2	2		1	7	30		1	2	1	3	2	37	0.729112977
2795	2	2	1	3	4	1	1	2	2	2	2	2	3	1	2				2	1	2	1	1	1	1	1	1	8	2	3	3	4	2	1	3	2	3	3	3	3	29		1	2	1	3	1	29	2.040105221
2823	1	2	1	20	2	2	9	1	1	2	3	3	3	3	1	4	98		2	1	2	2	2	1	1	1	3	2		2	1	1	2	2	3	2	2		9	9	32		9	9	9	9	1	37	0.966179839
2834	2	2	2	20	2	2	1	2	1	2	2	2	1	1	2				2	1	2	2	2	1	1	1	1	2		3	5	3	3	2	3	1	3	2	2	6	30		2	2	1	2	2	12	1.263052854
2865	2	2	2	1	2	4	9	2	1	1	1	1	3	1	1	2			2	1	2	2	2	1	1	1	1	2		4	1	1	3	1	3	9	2		9	7	20		2	2	1	3	2	37	0.729112977
2883	1	9	1	1	2	1	1	1	2	2	1	1	1	1	2				2	2	2	2	2	1	1	1	2	1		2	5	2	3	1	3	1	3	1	3	5	46		2	2	1	1	2	1	1.020158075
2908	1	1	2	20	2	3	1	1	1	2	1	1	3	1	1	6			2	2	1	2	1	1	1	1	1	6	1	2	4	4	3	2	3	1	4	1	3	5	30		1	2	1	2	2	53	1.177151612
2920	1	2	2	1	3	2	9	2	1	3	2	1	1	1	2				2	1	2	2	1	2	2	2				5	4	2	3	1	3	2	2		2	2	18		2	2	1	2	2	48	2.060682645
2931	1	1	1	28	1	2	1	1	3	2	2	3	1	1	1	98			2	1	2	2	2	1	1	1	1	1		2	4	1	3	2	3	2	3	1	4	5	45		1	2	1	3	1	5	0.920328761
2932	2	1	2	9	4	4	2	1	1	1	2	2	3	3	1	8			2	1	2	1	1	1	2	1	1	1		1	4	2	3	2	1	2	3	1	3	3	45		2	2	1	4	2	39	1.818606244
2936	1	2	2	20	1	4	2	2	1	1	2	2	3	1	2				1	2	2	2	1	1	1	1	2	8	2	4	3	4	2	2	3	2	1		3	8	44		1	2	1	4	2	27	0.523030661595
2965	2	2	2	1	3	1	2	2	9	9	1	2	2	9	3				2	2	2	2	2	2	2	1	1	2		4	5	2	3	9	1	2	3	3	1	4	45		2	2	1	1	2	51	1.725855186
2980	1	1	1	1	1	2	3	1	1	2	1	3	3	1	1	2	18		2	1	9	1	1	2	1	1	1	1		1	5	1	1	2	3	2	3	1	3	6	54		2	2	1	4	2	12	1.020158075
2981	1	2	2	20	1	4	1	1	2	1	1	2	1	3	1	6	4		2	1	2	2	1	1	2	1	1	2		4	5	2	3	3	2	2	2		5	3	51		1	2	5	1	2	48	3.262245341
2982	1	1	1	20	4	2	1	1	1	3	3	1	1	1	1	6	2		1	2	2	2	2	1	1	1	1	1		1	4	2	3	3	1	1	1		5	6	40		1	2	1	4	1	36	0.884380044720001
3009	2	1	1	20	2	1	1	1	2	2	1	2	1	3	2				2	2	2	2	2	1	1	1	1	1		1	4	1	3	2	1	1	1		4	6	37		1	1	1	3	2	6	1.79005851676501
3027	2	1	2	9	3	2	1	1	1	3	3	1	1	1	1	18			1	2	2	2	1	1	1	1	1	1		2	5	2	2	2	1	1	2		3	7	50		2	2	1	3	2	39	0.520428519
3036	2	1	1	20	3	3	1	1	1	2	2	3	1	1	1	6			2	2	2	2	2	1	1	1	1	1		1	3	1	3	2	3	1	1		3	5	30		1	2	1	2	2	30	1.218866053215
3044	2	2	2	20	1	3	1	2	1	1	2	3	3	9	1	8			2	2	1	1	9	2	1	1	1	2		4	1	2	3	2	2	2	3	2	3	7	47		2	2	1	3	2	51	0.493886052
3072	1	1	1	13	4	1	1	1	1	2	2	2	2	2	1	8	18		2	1	2	2	2	1	2	1	1	1		1	4	1	1	3	1	1	3	3	4	8	55		2	2	1	9	2	29	0.604678218
3073	1	1	2	20	3	2	1	1	1	1	1	1	1	1	2				2	2	2	1	2	2	1	1	1	2		2	2	2	3	2	3	1	1		3	7	62		1	2	1	3	1	4	0.499574172645
3075	2	2	2	13	3	2	1	1	2	2	2	1	1	2	1	6	3		2	2	2	2	2	2	1	1	1	2		4	3	3	3	2	1	1	1		4	7	37		1	2	1	3	1	6	0.41732963283
3078	1	1	1	20	2	2	1	1	1	3	3	1	1	1	1	2			2	1	2	2	2	1	1	1	1	1		2	3	2	1	2	1	1	4	1	4	6	99	2	1	2	1	3	1	48	0.883713296
3081	2	1	1	20	3	1	1	1	1	2	2	1	1	1	2				2	2	2	2	2	2	1	1	1	1		1	2	1	3	3	3	1	1		3	8	33		1	2	1	4	2	10	0.700633289760002
3082	1	2	2	20	2	2	2	2	1	2	2	1	1	1	1	2			1	1	2	2	2	1	2	1	1	2		4	2	3	3	2	3	1	3	2	2	8	52		1	2	1	4	1	34	0.426022133
3085	2	1	3	20	3	2	1	1	9	3	2	1	1	9	1	2			2	1	2	2	2	1	1	1	1	1		1	2	2	1	2	1	1	1		3	6	31		1	2	1	3	1	47	1.14515192928
3090	2	2	2	1	1	9	3	2	1	3	3	3	3	3	1	2			2	1	2	2	2	2	1	1	1	2		4	5	9	1	1	3	2	3	2	3	7	29		1	1	9	2	1	6	1.148428722
3093	1	1	3	20	1	2	3	3	3	2	1	2	1	2	1	14			2	2	2	2	2	2	2	1	1	1		2	3	5	3	2	3	2	3	3	3	5	49		2	2	9	1	1	21	1.087274379
3094	2	2	2	2	1	2	1	2	1	1	2	1	3	1	1	4			1	1	2	2	2	1	1	1	1	2		4	2	3	3	1	3	2	3	2	2	7	36		1	2	1	2	1	53	0.415253366
3095	2	2	2	20	1	4	2	2	1	1	3	2	3	3	1	4			2	2	2	1	2	2	1	1	1	2		4	2	2	2	2	2	2	2		1	8	44		1	2	1	4	2	27	0.520428519
3096	1	1	1	20	1	1	1	1	1	1	2	1	3	3	1	9			2	2	2	2	2	2	1	1	1	1		1	4	2	3	2	1	1	1		3	3	50		2	2	1	1	2	5	1.73448446193001
3098	2	2	2	20	1	3	9	2	1	3	2	9	3	1	1	10	2		2	1	1	2	1	1	1	1	1	2		4	2	3	3	2	3	2	2		3	6	21		2	2	5	4	2	36	2.377361777
3101	1	1	1	3	3	1	1	1	1	2	2	2	3	2	3				2	2	2	2	2	2	2	1	2	1		2	3	1	3	1	3	1	3	1	4	5	55		2	2	1	1	1	17	0.743697335
3103	1	2	2	2	4	2	1	2	1	2	2	2	1	1	1	4			2	2	2	2	2	2	1	1	1	2		3	5	2	3	2	2	2	1		4	5	58		2	2	1	4	2	39	0.828489033990003
3105	2	2	2	1	2	4	1	2	1	3	1	2	3	1	1	2			1	1	2	2	2	2	2	1	1	2		4	2	9	3	1	3	2	2		3	8	46		2	2	1	4	1	6	0.415253366
3111	1	2	2	20	2	2	2	2	1	1	1	2	3	1	1	4			2	1	2	2	2	1	1	1	1	2		4	1	2	1	2	3	2	2		3	3	29		2	2	1	1	1	36	1.851177741
3117	1	2	2	13	1	3	3	2	2	1	2	3	3	3	2				2	1	2	2	2	1	2	1	1	2		4	5	2	1	1	3	2	2		3	5	51		2	2	2	3	1	12	1.239678453
3124	2	2	2	12	2	3	1	1	1	2	2	1	1	1	1	10			1	2	2	2	2	1	1	1	1	2		3	5	3	2	1	2	2	3	2	3	8	37		1	2	1	2	2	31	0.520428519
3125	2	2	2	1	2	2	1	1	9	2	2	1	3	3	1	5			2	1	2	2	2	1	1	2				4	4	2	3	1	3	2	3	2	2	3	18		2	2	1	3	2	37	2.146064243
3126	2	2	2	20	2	2	1	2	1	2	2	2	1	3	1	5			2	2	2	2	1	1	1	1	1	1		3	5	3	3	2	3	2	3	2	2	6	21		2	2	1	1	1	21	1.139454656
3128	1	1	9	20	2	3	1	1	1	1	1	9	1	9	1	98			1	1	2	2	1	1	1	1	2	1		3	3	9	3	3	1	1	3	9	3	2	18		2	1	4	8	1	6	3.380274243
3131	2	2	2	20	1	4	2	2	2	2	2	2	3	3	1	98			2	2	2	2	2	2	2	2				5	5	2	3	2	3	1	3	1	4	8	35		2	2	1	3	1	29	0.469501096
3133	1	1	1	30	3	2	1	1	1	2	1	2	1	1	2				2	2	2	2	2	2	2	1	1	1		1	4	1	3	2	3	1	9	3	9	3	53		2	2	1	3	2	55	1.818606244
3134	2	2	2	20	4	4	1	2	1	2	2	2	2	2	1	2			2	1	1	2	2	2	2	1	1	2		4	2	2	3	1	2	1	4	1	3	7	25		2	2	1	3	2	30	0.700105071
3136	2	2	2	20	1	3	2	2	1	2	1	2	3	1	2				1	2	9	2	1	2	2	2				4	5	3	3	2	3	9	2		3	5	63		2	2	2	3	2	13	1.053786026
3138	1	2	2	20	1	4	2	2	1	1	2	1	3	1	1	8			2	2	2	2	2	1	2	1	1	2		4	1	2	1	2	2	2	2		1	3	64		2	1	1	9	2	32	2.172429303
3140	1	1	1	20	4	1	1	1	1	1	1	1	1	1	3				2	2	2	2	2	2	2	9				1	4	1	3	2	1	9	3	1	3	6	58		2	2	1	1	2	45	0.782323501
3141	2	2	2	20	2	3	1	2	2	1	2	2	3	3	1	2			2	1	2	2	2	1	1	1	1	2		4	1	1	1	2	3	2	3	2	3	8	51		1	2	2	4	1	51	0.600161791
3144	1	2	2	2	2	2	2	2	1	1	1	1	3	1	2				2	2	2	2	1	1	2	1	1	2		4	1	1	1	2	3	2	2		2	6	46		2	2	1	9	2	5	1.020158075
3145	2	2	2	30	3	2	1	2	1	9	1	9	3	1	3				2	2	2	2	2	2	2	2				4	1	1	3	1	2	9	3	3	1	3	48		2	9	9	1	2	36	1.949532101
3150	2	2	2	20	2	4	2	2	1	1	2	1	1	1	2				2	2	2	2	2	1	1	1	1	2		4	1	2	1	2	3	2	2		3	5	42		2	2	1	4	1	37	0.920328761
3151	2	2	2	1	1	4	1	2	2	2	3	2	1	3	1	2			2	1	2	2	1	1	1	1	1	2		4	2	2	3	1	3	2	3	2	3	6	30		1	2	1	3	1	12	1.139454656
3152	2	2	2	20	1	3	2	2	1	2	2	2	3	3	1	18			1	1	2	2	2	1	1	1	1	2		4	3	3	3	2	2	2	2		3	7	37		1	2	5	3	2	29	1.024483481
3154	2	2	2	20	1	4	1	2	1	1	2	2	3	3	1	10			2	2	2	2	2	1	1	1	1	2		4	2	4	2	2	1	2	2		1	8	34		1	2	1	4	2	29	0.76829703
3155	2	2	2	20	1	3	1	2	2	1	2	2	3	3	1	2	9		1	2	2	2	1	1	1	2				4	2	3	1	2	2	2	2		1	7	26		2	2	1	3	2	19	0.76829703
3156	2	2	2	20	2	2	1	2	1	1	1	1	3	1	1	2			2	1	2	2	2	1	1	1	1	2		4	1	3	1	1	3	2	2		3	7	44		1	2	2	4	1	34	0.573849782
3157	2	2	2	13	2	3	1	2	1	1	1	1	1	1	1	1	6		1	2	2	2	2	1	2	1	1	2		4	2	3	1	2	3	2	2		2	7	46		1	2	1	4	1	48	0.427829453
3165	1	2	2	20	1	3	1	2	1	1	1	9	3	1	1	6			1	2	2	2	2	2	1	1	1	2		4	2	3	2	2	3	2	3	2	3	8	53		2	2	1	4	2	20	0.520428519
3166	2	2	2	20	1	3	1	2	1	2	2	2	3	3	1	1	2	14	1	1	2	2	1	1	1	1	1	1		2	2	2	3	1	1	1	3	1	3	7	43		1	1	1	3	2	48	0.888419279
3167	2	2	2	20	1	3	3	2	1	3	3	2	3	3	1	2	14		1	1	2	2	2	1	1	1	1	6	2	4	3	9	1	1	2	2	4	2	1	3	26		2	2	1	1	2	1	2.146064243
3168	1	1	1	30	2	1	1	1	1	1	1	1	1	1	2				1	2	2	2	2	2	1	1	1	1		2	3	1	3	3	3	1	1		5	7	40		2	1	9	3	2	6	0.866615631555002
3170	1	1	1	28	4	1	1	1	2	2	2	1	1	2	1	3	2		2	2	2	2	2	2	2	1	1	1		1	4	1	3	2	1	1	3	1	3	3	38		1	2	1	3	1	42	1.488708791
3174	1	1	3	20	3	2	9	1	1	2	1	1	1	1	2				2	2	2	2	2	2	1	1	1	1		1	4	2	3	2	1	1	1		4	3	51		2	2	1	2	2	8	1.66547764845
3176	2	2	2	20	1	2	1	2	1	2	2	1	3	3	2				1	2	2	2	2	1	1	2				4	3	3	3	2	3	2	3	2	4	7	34		1	2	1	3	1	54	0.657764379
3177	2	2	2	13	1	2	1	2	1	1	1	2	1	1	1	5			2	1	1	2	2	2	1	2				4	2	2	3	1	2	1	2		1	8	37		1	2	1	3	2	24	0.472233334
3179	2	2	2	20	2	1	1	2	1	1	2	1	3	1	2				2	2	2	2	2	1	2	1	1	2		4	2	4	1	2	3	2	3	1	3	8	28		2	2	1	2	2	26	0.76829703
3180	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	8			2	2	2	2	2	1	1	1	2	1		2	3	1	3	2	3	1	1		4	6	29		1	2	1	2	1	36	1.094946721125
3183	1	1	1	20	3	2	1	1	1	2	1	1	1	2	1	8	2		2	2	1	2	2	2	1	2				1	4	1	3	1	3	1	4	1	5	1	46		1	2	1	2	1	36	1.488708791
3184	2	1	1	20	3	2	1	1	1	2	1	9	9	2	3				1	2	2	2	2	1	2	1	1	1		1	4	2	3	2	1	1	1		5	3	27		1	2	1	2	2	12	2.15679456421501
3188	1	1	1	28	3	2	1	1	3	2	1	3	1	1	1	1			1	2	2	2	2	1	2	1	1	1		1	4	2	3	2	1	1	1		5	7	54		2	2	1	4	2	8	0.47660787948
3191	1	2	2	20	1	2	1	2	1	2	2	2	3	3	1	1			1	2	2	2	1	2	2	1	1	2		4	2	3	1	2	2	2	9	2	3	7	51		2	2	2	9	1	6	0.559344304
3196	2	1	1	20	3	2	1	1	2	2	2	1	1	1	1	2			2	1	2	2	2	2	1	1	1	1		1	4	1	1	1	1	1	1		4	6	49		2	2	1	3	1	26	0.974638093740001
3198	1	2	2	3	2	1	1	2	1	1	1	1	3	2	3				2	1	2	2	2	1	1	1	3	2		4	5	4	2	1	3	2	3	1	4	3	51		2	2	2	4	1	6	1.95459512
3200	1	2	2	20	1	4	1	2	1	1	1	3	3	1	9				2	2	2	2	2	2	2	1	1	2		4	1	9	1	2	3	9	1		4	8	53		2	2	1	3	1	29	0.47184860148
3201	2	1	1	20	3	2	3	1	3	2	1	1	1	1	2				1	2	2	2	2	1	1	1	1	1		1	3	1	1	2	1	1	1		5	7	53		2	2	1	4	1	55	0.47184860148
3206	2	2	2	5	2	3	1	2	1	2	1	2	1	1	1	5			2	2	2	2	2	2	1	1	1	2		4	2	3	3	2	3	2	4	2	3	5	31		1	2	1	2	1	49	1.094121223
3208	2	2	2	20	1	3	1	1	1	1	2	1	3	3	1	9	6	4	2	2	1	1	1	1	1	1	1	2		3	2	1	3	2	3	1	2		3	8	37		1	2	1	4	2	42	0.472233334
3210	2	2	2	20	1	4	2	2	2	2	1	2	3	3	1	1			1	2	2	2	1	1	1	1	1	2		4	3	4	2	2	2	2	4	2	1	5	35		2	2	1	3	1	1	0.920328761
3211	2	2	1	1	2	2	9	2	1	2	2	2	3	1	3				2	2	2	2	2	1	1	1	1	2		4	2	3	3	2	3	2	2		1	5	47		2	2	1	2	2	17	1.074983498
3212	2	2	2	20	1	4	2	2	1	1	2	2	3	1	2				2	2	2	2	2	2	1	1	1	2		4	1	3	1	2	2	2	2		3	8	51		1	2	2	4	2	24	0.63609605
3214	2	2	2	20	3	3	2	2	1	2	2	2	3	3	1	5	2		2	1	2	2	1	1	1	1	1	6	2	4	3	4	3	1	2	2	2		1	5	22		2	1	1	3	2	55	2.49332372
3215	2	1	2	20	2	2	1	1	1	1	1	1	1	1	2				2	2	2	2	2	2	1	1	1	1		2	2	2	3	3	3	1	1		3	6	34		1	2	1	4	2	28	1.26936811827
3216	2	1	2	20	2	3	1	1	1	1	2	1	1	1	1	8			1	2	2	2	1	2	1	1	2	1		2	5	3	2	2	1	1	3	1	4	8	42		1	1	9	4	1	48	0.80148149
3218	1	1	1	12	3	2	1	1	1	2	1	1	1	1	3				2	2	2	2	2	2	2	1	1	1		1	4	1	1	2	3	1	1		3	7	52		1	2	1	4	2	12	0.49635548226
3220	2	2	2	20	1	4	1	2	3	3	2	3	3	3	3				1	2	1	2	2	2	1	1	1	2		3	2	3	3	2	3	2	3	2	3	3	38		1	2	1	4	1	41	1.45107798
3225	1	1	1	13	2	1	1	1	1	2	1	1	1	1	1	3			2	2	2	2	1	2	1	1	1	1		1	4	1	3	3	1	1	1		5	9	49		2	2	1	2	2	16	0.874824112769999
3226	1	1	1	20	4	1	1	1	1	2	1	2	1	1	3				2	2	2	2	2	2	2	1	1	1		1	3	1	1	3	1	1	3	1	3	8	53		2	2	1	4	1	19	0.469501096
3229	2	2	2	20	1	2	1	1	1	1	1	9	1	1	2				1	1	2	2	1	2	1	1	1	2		4	2	1	3	2	1	2	2		3	5	33		2	2	2	2	2	5	1.701326173
3231	1	1	1	9	3	2	1	1	1	1	1	1	3	3	2				2	2	2	2	2	1	2	1	1	1		1	5	2	3	2	3	1	1		4	6	52		2	2	1	4	2	41	0.95553018351
3233	1	2	2	13	2	4	2	2	2	2	2	2	3	3	1	2			2	9	2	2	2	1	1	1	1	2		4	4	4	2	1	2	9	3	2	2	8	31		1	2	1	4	1	48	0.631595091
3235	2	1	1	13	3	2	2	1	1	2	1	1	1	2	2				1	2	2	2	2	2	2	1	1	1		1	3	2	1	2	1	1	3	3	3	8	33		2	2	1	3	1	51	0.657764379
3239	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	5			1	2	2	2	2	1	1	1	1	2		4	2	2	3	2	3	1	2		3	5	23		2	2	1	4	1	42	1.089499225
3249	2	2	2	20	1	3	1	2	2	2	2	2	3	1	1	10			2	2	2	2	1	1	1	1	2	2		4	3	4	2	2	3	2	2		1	7	25		2	2	1	3	2	48	0.700105071
3251	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1				1	1	1	1	1	1	1	1	1	2		4	1	3	3	1	3	2	3	2	3	3	25		2	2	1	2	1	21	1.936057454
3252	2	2	2	20	1	4	1	2	3	3	2	3	3	1	1	10			2	1	2	2	2	1	1	1	1	2		4	2	3	3	2	2	2	3	2	3	5	50		1	2	1	3	1	26	0.969789148
3253	2	1	1	11	2	1	3	1	2	2	3	1	1	3	3				2	2	2	2	2	2	1	1	1	1		1	4	1	1	3	1	1	1		4	8	29		2	2	1	4	1	34	0.632071619925
3255	1	1	2	20	1	2	1	1	1	2	1	1	1	3	1	6			2	2	1	2	2	1	1	1	3	2		4	2	2	2	2	3	1	2		1	5	51		2	2	1	4	2	29	1.074983498
3256	2	2	2	18	1	2	1	2	1	2	2	2	3	1	1	10			1	2	2	2	1	1	1	2				4	4	4	3	3	2	2	4	2	1	7	21		2	2	2	3	1	6	0.825747536
3258	2	1	1	20	3	1	3	3	3	3	2	2	1	2	1	1	5		1	1	2	2	1	2	1	1	2	1		2	3	2	1	2	1	1	1		4	7	51		2	2	1	4	1	55	0.47184860148
3261	2	9	2	20	1	2	1	1	1	1	1	1	1	1	1	1	8		1	2	2	1	2	2	1	1	1	2		3	2	3	1	1	3	1	3	3	3	7	50		1	2	1	4	2	34	0.472233334
3266	1	1	1	13	2	2	1	1	1	2	1	1	1	1	1	2			2	2	2	2	2	1	1	1	1	1		1	3	2	3	2	1	1	1		4	7	30		2	2	1	8	1	26	0.696579579045002
3268	2	1	1	20	4	1	1	2	2	2	2	2	2	2	2				2	2	2	2	2	2	2	1	1	1		1	4	1	1	3	1	2	3	1	5	3	48		1	2	1	4	1	47	1.556968673
3271	2	2	2	20	1	4	3	2	2	1	3	3	3	3	1	2			2	2	2	1	1	2	1	1	1	2		4	4	3	1	2	3	2	2		3	7	43		1	2	1	4	1	48	0.427829453
3273	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2				1	2	2	2	1	2	1	1	1	1		2	4	1	3	2	1	1	1		4	8	50		2	2	1	3	2	21	0.49635548226
3274	2	2	2	20	2	1	2	2	1	2	2	3	3	1	1	1			1	2	2	2	2	2	1	1	1	2		4	2	2	3	2	2	2	2		1	7	33		2	2	1	4	1	6	0.613029294
3275	2	1	1	20	2	2	1	1	2	2	2	1	1	2	3				2	2	2	2	2	1	1	1	1	1		1	4	1	3	2	1	1	1		4	3	26		2	2	1	3	2	42	2.06223739955999
3277	2	2	2	15	2	3	9	2	1	1	1	1	3	1	1	5			1	2	2	2	2	1	1	9				4	1	2	3	2	3	2	2		1	7	44		1	2	1	3	2	20	0.520428519
3278	2	2	9	3	1	2	1	2	1	1	1	9	9	1	1	5	9		1	2	2	2	2	1	1	2				3	5	9	3	1	1	9	4	2	3	7	38		2	2	1	1	1	27	0.469501096
3280	1	2	2	20	1	4	2	2	1	1	1	2	3	1	1	1			2	1	1	1	1	2	1	1	1	2		4	1	3	1	1	2	9	2		2	8	54		2	2	1	4	1	32	0.427829453
3281	1	2	2	3	1	4	1	2	1	1	2	2	3	1	1	18	14		2	2	2	2	2	1	2	1	1	2		4	1	3	3	1	2	2	2		3	5	50		2	2	1	1	1	39	0.969789148
3282	2	2	2	1	2	3	1	2	1	1	2	2	3	3	1	2			2	1	1	1	1	2	1	1	1	2		4	3	4	3	1	2	2	3	2	1	7	31		1	2	2	1	1	42	0.84716165
3284	2	1	1	20	3	1	1	1	1	2	2	1	1	2	3				1	2	2	2	2	2	2	1	4	1		1	5	5	2	3	3	1	3	3	4	7	37		2	2	2	3	1	36	0.573849782
3285	1	1	1	30	4	1	1	1	1	2	1	1	1	1	3				2	2	2	2	2	2	2	1	1	1		1	4	1	1	2	3	1	1		5	6	44		1	2	1	1	2	53	0.95553018351
3288	2	1	2	1	3	2	1	1	1	1	3	1	3	1	2				1	2	2	2	2	2	2	1	1	1		2	3	2	3	2	2	1	1		3	7	55		2	2	9	2	2	5	0.68132169819
3289	2	2	2	20	1	3	1	2	1	1	2	1	3	3	1	6	14	8	1	2	1	1	1	2	1	1	1	2		4	1	2	3	2	2	2	2		1	7	39		1	2	1	4	2	53	0.460296464
3291	2	2	2	20	2	2	2	2	1	2	2	2	3	1	1	10	4		2	2	2	2	2	2	2	2				4	2	3	2	2	3	2	4	2	3	6	39		2	2	3	3	1	36	1.732274631
3292	2	2	2	20	1	4	2	2	3	1	3	1	3	3	1	98			1	2	2	2	2	1	1	2				4	2	2	1	1	2	2	2		3	7	35		2	2	1	3	2	25	0.472233334
3293	2	2	2	9	2	3	1	2	1	1	2	2	3	1	2				1	2	2	2	1	1	1	1	1	2		3	2	3	2	2	2	2	2		2	7	41		2	2	1	4	2	36	0.472233334
3295	2	2	2	1	2	4	2	2	1	1	2	1	3	1	1	4			2	1	2	2	2	1	2	1	1	2		4	2	2	3	2	3	2	2		3	7	42		2	2	1	2	2	26	0.520428519
3296	2	2	2	8	1	1	1	1	1	1	1	1	3	3	1	9	98		1	1	2	2	2	1	1	1	1	8	2	2	2	2	2	2	9	2	2		3	7	36		2	1	9	2	1	34	0.798095717
3297	1	1	1	8	2	1	1	1	1	2	1	3	1	1	2				2	2	2	2	2	2	2	1	1	1		1	4	1	1	2	1	1	1		5	7	49		2	2	1	3	1	1	0.447783766935
3298	2	1	1	20	1	1	1	1	2	2	1	2	1	3	2				1	2	2	1	2	2	1	1	1	1		1	4	2	1	2	1	1	1		5	3	49		2	2	1	2	1	35	1.502499482805
3301	2	2	2	2	3	2	2	2	3	2	3	2	3	3	2				2	2	2	2	2	2	1	1	1	2		4	2	4	2	2	3	2	2		1	7	24		2	2	3	3	1	34	1.238066869
3303	2	1	1	1	1	2	1	1	3	1	1	1	3	3	1	2			2	1	2	2	2	1	1	2				5	5	2	3	1	1	1	1		4	5	39		1	1	4	4	2	34	1.836480111975
3304	2	1	1	20	3	1	1	1	1	2	2	2	1	1	2				2	2	2	2	2	1	2	2				2	4	2	3	3	1	1	4	1	4	3	48		1	2	1	4	1	18	1.640643418
3307	2	1	1	8	3	2	1	1	1	2	1	2	1	2	2				2	2	2	2	2	2	1	1	1	1		3	3	1	1	3	1	1	3	3	3	7	54		2	2	1	3	1	36	0.426022133
3309	1	2	2	20	1	4	2	2	1	1	3	1	3	1	1	2			2	1	2	2	1	1	1	1	1	2		4	2	3	2	1	2	2	2		1	7	35		2	2	5	3	2	6	0.906111226
3311	2	1	1	13	1	1	1	1	1	2	1	2	1	1	1	98			2	2	2	2	1	2	2	1	1	1		1	5	1	1	3	3	1	1		3	7	42		1	2	1	3	1	6	0.41732963283
3312	2	1	1	13	3	1	1	1	2	2	2	1	1	1	2				2	1	2	1	2	2	1	1	1	1		1	3	1	1	3	1	1	3	1	3	6	48		2	2	1	4	2	32	0.979570881
